Age,Gender,Weight (kg),BMI,Avg_BPM,Session_Duration (hours),Calories_Burned,source,Exercise_Intensity,Weather_Conditions,Max_BPM_calc,HR_Intensity_Ratio,HR_Duration,Intensity_Duration,Weight_Duration,BMI_Duration,log_Calories
49,0,66.58302565,25.21896928,125,0.65,367.1108909,1,10.0,2,171,0.7309941520467836,81.25,6.5,43.2789666725,16.392330032,5.908384226744361
47,0,76.18518362,23.99356625,109,0.5333333333333333,386.2505846,1,4.0,2,173,0.630057803468208,58.13333333333333,2.1333333333333333,40.63209793066667,12.796568666666667,5.959071988914948
26,0,64.11404651,23.8325966,178,0.5,342.4270336,1,4.0,1,194,0.9175257731958762,89.0,2.0,32.057023255,11.9162983,5.838974668719543
22,0,60.46051583,31.91507275,158,0.8333333333333334,397.6438343,1,7.0,1,198,0.797979797979798,131.66666666666669,5.833333333333334,50.38376319166667,26.595893958333335,5.988068372379631
46,0,98.31965205,31.26528828,177,0.4166666666666667,178.4902816,1,1.0,0,174,1.0172413793103448,73.75,0.4166666666666667,40.966521687500006,13.02720345,5.1901210649584515
25,1,92.02651323,29.23746672,149,0.8166666666666667,145.954862,1,7.0,2,195,0.764102564102564,121.68333333333334,5.716666666666667,75.1549858045,23.877264488,4.990125478401296
38,0,97.35920927,19.92378116,104,0.4666666666666667,144.828684,1,5.0,1,182,0.5714285714285714,48.53333333333333,2.3333333333333335,45.43429765933333,9.297764541333335,4.9824325354784875
57,1,97.66245503,32.62640899,117,0.95,317.8588102,1,2.0,2,163,0.7177914110429447,111.14999999999999,1.9,92.7793322785,30.9950885405,5.76474840355408
52,1,49.04897976,30.33661015,163,0.4,223.7580668,1,4.0,2,168,0.9702380952380952,65.2,1.6,19.619591904000004,12.13464406,5.415024565032421
55,0,86.8609329,26.42299721,163,0.48333333333333334,494.7500985,1,6.0,2,165,0.9878787878787879,78.78333333333333,2.9,41.982784235,12.771115318166666,6.206071966088741
52,0,85.29534315,25.4997075,170,0.5166666666666667,436.7857034,1,5.0,0,168,1.0119047619047619,87.83333333333334,2.5833333333333335,44.0692606275,13.174848875,6.081729529005079
52,0,69.70876465,21.87786203,154,0.7833333333333333,306.160043,1,1.0,1,168,0.9166666666666666,120.63333333333333,0.7833333333333333,54.60519897583334,17.137658590166666,5.727368924454519
31,1,71.90759869,21.11698964,123,0.9166666666666666,164.1892345,1,9.0,0,189,0.6507936507936508,112.75,8.25,65.91529879916666,19.357240503333333,5.10709169249856
39,1,52.0959892,34.02902091,126,0.6333333333333333,312.4678994,1,1.0,0,181,0.6961325966850829,79.8,0.6333333333333333,32.99412649333333,21.551713243,5.747696960571952
26,0,63.55221674,32.92455522,148,0.75,193.2443641,1,5.0,2,194,0.7628865979381443,111.0,3.75,47.664162555,24.693416415,5.269116975184639
48,0,60.10115489,19.14723951,175,0.65,252.0779653,1,1.0,2,172,1.0174418604651163,113.75,0.65,39.0657506785,12.4457056815,5.533697604496088
35,0,84.17973914,29.25959916,168,0.5833333333333334,162.3395939,1,7.0,2,185,0.9081081081081082,98.0,4.083333333333334,49.10484783166667,17.06809951,5.095831431701987
57,0,92.92258238,32.97754134,106,1.0,475.0360767,1,5.0,2,163,0.6503067484662577,106.0,5.0,92.92258238,32.97754134,6.165493642745953
21,1,66.79892691,22.74451006,124,0.8,287.8170637,1,4.0,0,199,0.6231155778894473,99.2,3.2,53.43914152800001,18.195608048,5.665793490107026
40,1,72.33164408,27.77147399,176,0.5333333333333333,425.6919647,1,1.0,0,180,0.9777777777777777,93.86666666666666,0.5333333333333333,38.57687684266667,14.811452794666666,6.056062358753461
50,1,73.99247359,20.80398806,149,0.9833333333333333,103.8137908,1,7.0,2,170,0.8764705882352941,146.51666666666665,6.883333333333333,72.75926569683334,20.457254925666664,4.6521853548325796
50,0,91.93811553,24.444744,114,0.8,398.5514312,1,9.0,2,170,0.6705882352941176,91.2,7.2,73.55049242400001,19.555795200000002,5.99034249584384
26,1,92.62738992,23.58900056,148,0.6666666666666666,462.5777069,1,8.0,0,194,0.7628865979381443,98.66666666666666,5.333333333333333,61.751593279999994,15.726000373333331,6.138974023380997
31,1,102.0353525,18.73245923,161,0.45,385.6628869,1,8.0,1,189,0.8518518518518519,72.45,3.6,45.915908625,8.4296066535,5.957553220125901
44,0,81.15935039,34.96406227,145,0.4666666666666667,406.871965,1,2.0,1,176,0.8238636363636364,67.66666666666667,0.9333333333333333,37.874363515333336,16.31656239266667,6.010953313880591
58,1,62.03207145,34.58057843,151,0.95,259.5409767,1,3.0,0,162,0.9320987654320988,143.45,2.8499999999999996,58.93046787749999,32.8515495085,5.5627601490149825
44,0,97.88483551,21.38294233,138,0.65,431.3392589,1,2.0,1,176,0.7840909090909091,89.7,1.3,63.625143081500006,13.8989125145,6.069210601568286
49,1,54.785025,27.4784556,105,0.6666666666666666,352.8428524,1,7.0,2,171,0.6140350877192983,70.0,4.666666666666666,36.52334999999999,18.318970399999998,5.86885289479821
28,0,55.08664314,19.65599708,117,0.55,139.1293316,1,3.0,2,192,0.609375,64.35000000000001,1.6500000000000001,30.297653727000004,10.810798394,4.942565793314189
41,1,79.5201196,22.85305311,103,0.48333333333333334,207.6275179,1,7.0,1,179,0.5754189944134078,49.78333333333333,3.3833333333333333,38.43472447333333,11.0456423365,5.340550450932536
46,0,85.18064272,20.40161258,158,0.9666666666666667,122.7263377,1,5.0,1,174,0.9080459770114943,152.73333333333335,4.833333333333333,82.34128796266666,19.721558827333332,4.81807217266069
20,1,68.3852526,19.73713773,161,0.55,132.4333531,1,5.0,0,200,0.805,88.55000000000001,2.75,37.611888930000006,10.8554257515,4.893602125469303
35,1,50.30678769,19.23336604,167,0.5333333333333333,336.1718318,1,9.0,2,185,0.9027027027027027,89.06666666666666,4.8,26.830286768,10.257795221333334,5.82059268705122
19,1,90.19817661,30.84917257,152,0.7333333333333333,364.4066959,1,2.0,0,201,0.7562189054726368,111.46666666666665,1.4666666666666666,66.145329514,22.622726551333333,5.901010968625489
30,1,74.76688624,30.09757603,157,0.7,430.6724062,1,10.0,1,190,0.8263157894736842,109.89999999999999,7.0,52.336820368,21.068303220999997,6.067666981593351
37,0,65.10821238,25.49864826,165,0.7833333333333333,162.6011843,1,5.0,1,183,0.9016393442622951,129.25,3.9166666666666665,51.001433031,19.973941137,5.09743166314
29,1,73.8417074,28.97993739,132,0.65,340.0776435,1,4.0,1,191,0.6910994764397905,85.8,2.6,47.997109810000005,18.836959303500002,5.8321101449136625
46,0,90.00874875,30.02632095,116,0.8833333333333333,184.1042696,1,1.0,1,174,0.6666666666666666,102.46666666666667,0.8833333333333333,79.5077280625,26.5232501725,5.220919285763992
18,0,94.87836709,20.01220678,132,0.3333333333333333,120.2453742,1,9.0,2,202,0.6534653465346535,44.0,3.0,31.62612236333333,6.670735593333333,4.7978163781619925
25,0,65.10953076,26.89582999,123,0.65,321.0951726,1,7.0,2,195,0.6307692307692307,79.95,4.55,42.321194994,17.4822894935,5.774847068953809
56,1,56.9968879,28.72765925,104,1.0,269.7024639,1,3.0,2,164,0.6341463414634146,104.0,3.0,56.9968879,28.72765925,5.60102029853672
26,0,77.20696748,27.88731786,147,0.8333333333333334,239.7065752,1,5.0,0,194,0.7577319587628866,122.5,4.166666666666667,64.33913956666667,23.23943155,5.48357866140803
48,1,74.44625863,30.64508109,153,0.7666666666666667,344.2328072,1,7.0,2,172,0.8895348837209303,117.30000000000001,5.366666666666667,57.075464949666674,23.494562169,5.844218992932128
43,1,63.38774936,27.41550803,158,0.4666666666666667,438.3852382,1,3.0,1,177,0.8926553672316384,73.73333333333333,1.4,29.580949701333335,12.793903747333335,6.085376564028868
31,0,93.94388777,27.09622329,126,0.85,376.3043296,1,3.0,1,189,0.6666666666666666,107.1,2.55,79.8523046045,23.0317897965,5.933052102123084
46,1,50.23243002,32.92045344,158,0.6,214.3929161,1,1.0,1,174,0.9080459770114943,94.8,0.6,30.139458012,19.752272064,5.372463876994863
43,0,49.62982354,27.14877678,159,0.6833333333333333,173.0804262,1,1.0,0,177,0.8983050847457628,108.65,0.6833333333333333,33.91371275233333,18.551664133,5.159517411964213
43,1,72.70734973,19.35457722,143,0.5,459.3103599,1,7.0,2,177,0.807909604519774,71.5,3.5,36.353674865,9.67728861,6.131900957413284
52,1,87.13171149,23.27306667,154,0.7166666666666667,309.8676238,1,7.0,2,168,0.9166666666666666,110.36666666666667,5.016666666666667,62.4443932345,16.6790311135,5.739367174620521
38,1,64.74585736,27.49766773,127,0.9,417.1344454,1,5.0,2,182,0.6978021978021978,114.3,4.5,58.271271624,24.747900957,6.035803020522711
58,1,82.34602518,33.76541034,155,0.5166666666666667,146.8491242,1,6.0,0,162,0.9567901234567902,80.08333333333334,3.1000000000000005,42.545446343,17.445462009000003,4.996192322709755
24,1,87.00516662,29.89869195,111,0.4,495.7579683,1,4.0,2,196,0.5663265306122449,44.400000000000006,1.6,34.802066648,11.959476780000001,6.2081029221689
26,1,54.14016454,28.0460169,142,0.5666666666666667,196.1723688,1,9.0,2,194,0.7319587628865979,80.46666666666667,5.1,30.679426572666667,15.89274291,5.2840783147040815
55,1,97.84109365,34.00129855,154,0.9666666666666667,454.7154279,1,9.0,1,165,0.9333333333333333,148.86666666666667,8.7,94.57972386166668,32.86792193166667,6.121868553084073
51,1,55.52859591,33.53319029,113,0.38333333333333336,196.9876214,1,5.0,2,169,0.6686390532544378,43.31666666666667,1.9166666666666667,21.2859617655,12.854389611166667,5.288204510558374
38,0,57.16377141,22.1134229,104,0.7833333333333333,321.8707902,1,9.0,2,182,0.5714285714285714,81.46666666666667,7.05,44.7782876045,17.322181271666665,5.777252212848618
31,1,63.92389292,31.24695096,166,0.4166666666666667,106.9336315,1,7.0,1,189,0.8783068783068783,69.16666666666667,2.916666666666667,26.634955383333335,13.0195629,4.6815165150793305
56,0,52.6042624,34.30280499,165,1.0,446.6066388,1,5.0,2,164,1.0060975609756098,165.0,5.0,52.6042624,34.30280499,6.103914808320628
19,0,46.76258202,20.25659337,122,0.7833333333333333,187.7294349,1,10.0,0,201,0.6069651741293532,95.56666666666666,7.833333333333333,36.630689249,15.8676648065,5.240314428021012
21,0,56.24470033,33.84652231,157,0.85,165.6570102,1,4.0,2,199,0.7889447236180904,133.45,3.4,47.8079952805,28.7695439635,5.115937869275565
35,1,66.72981285,27.70949687,138,0.6333333333333333,185.8228503,1,6.0,1,185,0.745945945945946,87.39999999999999,3.8,42.262214805,17.549348017666667,5.230160843260123
52,0,46.76142106,31.43342089,163,0.8333333333333334,349.6557006,1,10.0,1,168,0.9702380952380952,135.83333333333334,8.333333333333334,38.96785088333334,26.194517408333336,5.859804832087333
58,1,79.55809259,32.8032923,168,0.5666666666666667,434.0320875,1,8.0,2,162,1.037037037037037,95.2,4.533333333333333,45.08291913433333,18.588532303333334,6.075419792736043
56,0,88.29876455,28.94367959,126,0.9833333333333333,491.4963919,1,10.0,2,164,0.7682926829268293,123.89999999999999,9.833333333333332,86.82711847416667,28.461284930166663,6.199487134493937
51,0,77.30350467,24.43959717,129,0.5833333333333334,253.2390264,1,7.0,0,169,0.7633136094674556,75.25,4.083333333333334,45.0937110575,14.2564316825,5.538274873328588
34,1,63.8104012,25.83659483,123,0.6666666666666666,467.122129,1,4.0,1,186,0.6612903225806451,82.0,2.6666666666666665,42.54026746666666,17.22439655333333,6.148729221275374
37,1,52.40035446,23.29261365,149,0.6833333333333333,335.0913986,1,3.0,2,183,0.8142076502732241,101.81666666666666,2.05,35.806908881000005,15.9166193275,5.8173831426154266
52,1,89.03668523,29.72996063,153,0.9,282.0967746,1,7.0,2,168,0.9107142857142857,137.70000000000002,6.3,80.13301670700001,26.756964567,5.645788798905654
56,0,79.46688817,24.78755771,155,0.55,215.310345,1,9.0,1,164,0.9451219512195121,85.25,4.95,43.70678849350001,13.633156740500002,5.376714158907336
59,1,82.48962894,24.45190015,161,0.4166666666666667,435.6666196,1,7.0,1,161,1.0,67.08333333333334,2.916666666666667,34.370678725000005,10.188291729166668,6.079170019740822
40,0,82.89405074,32.38408484,133,0.4166666666666667,264.5885111,1,5.0,2,180,0.7388888888888889,55.41666666666667,2.0833333333333335,34.53918780833333,13.493368683333333,5.581948160266092
36,0,65.38421881,20.14100072,155,0.65,496.5463294,1,1.0,0,184,0.842391304347826,100.75,0.65,42.4997422265,13.091650468000001,6.209688676684948
53,0,86.03800391,31.1771802,132,0.7666666666666667,344.7793427,1,7.0,2,167,0.7904191616766467,101.2,5.366666666666667,65.96246966433334,23.90250482,5.845800833755163
38,0,90.87348743,29.78315385,141,0.6666666666666666,411.8450015,1,6.0,1,182,0.7747252747252747,94.0,4.0,60.58232495333333,19.8554359,6.023072223487249
49,0,73.42475766,31.38329543,112,0.8333333333333334,210.5386635,1,6.0,1,171,0.6549707602339181,93.33333333333334,5.0,61.18729805,26.15274619166667,5.354407787925897
31,0,70.55434253,31.95409556,116,0.8166666666666667,295.55885,1,8.0,1,189,0.6137566137566137,94.73333333333333,6.533333333333333,57.61937973283333,26.09584470733333,5.692245681036199
46,1,87.62871408,29.38411175,167,0.7166666666666667,156.6749654,1,8.0,0,174,0.9597701149425287,119.68333333333334,5.733333333333333,62.800578423999994,21.058613420833332,5.060535733110972
44,1,98.69075206,26.50874323,136,0.9,162.2199199,1,2.0,2,176,0.7727272727272727,122.4,1.8,88.821676854,23.857868907,5.095098493292293
38,0,64.69081974,31.70372743,103,0.45,278.2137735,1,3.0,0,182,0.5659340659340659,46.35,1.35,29.110868883,14.266677343500001,5.631977701691491
32,0,54.58956026,34.99663922,122,0.7,295.7867187,1,4.0,2,188,0.648936170212766,85.39999999999999,2.8,38.212692182,24.497647454,5.6930137619766255
46,1,49.88861038,34.19247034,101,0.6833333333333333,474.6730502,1,9.0,0,174,0.5804597701149425,69.01666666666667,6.15,34.09055042633334,23.364854732333335,6.164730748900877
24,0,76.41984043,24.91086469,143,0.75,276.0261286,1,5.0,0,196,0.7295918367346939,107.25,3.75,57.314880322499995,18.6831485175,5.624111828814632
19,1,83.30641335,23.14919017,143,0.5166666666666667,227.0695728,1,2.0,1,201,0.7114427860696517,73.88333333333334,1.0333333333333334,43.0416468975,11.960414921166668,5.429650726267171
45,0,56.00225873,34.59547104,156,0.8,311.18372,1,6.0,1,175,0.8914285714285715,124.80000000000001,4.800000000000001,44.801806984,27.676376832000003,5.743591860661461
58,1,53.98909892,32.10421915,127,0.5166666666666667,438.2725666,1,8.0,1,162,0.7839506172839507,65.61666666666667,4.133333333333334,27.89436777533334,16.587179894166667,6.085120101046346
44,0,55.72007467,30.0244367,105,0.3333333333333333,169.7639863,1,3.0,1,176,0.5965909090909091,35.0,1.0,18.573358223333333,10.008145566666666,5.140282406077344
55,1,71.56502218,33.79744993,116,0.6166666666666667,436.3997483,1,3.0,2,165,0.703030303030303,71.53333333333333,1.85,44.13176367766667,20.841760790166667,6.080847532796685
43,0,81.0567149,26.37504757,104,1.0,455.5647499,1,7.0,1,177,0.5875706214689266,104.0,7.0,81.0567149,26.37504757,6.123730529845266
30,1,51.78194252,22.69973831,104,0.45,372.4253193,1,10.0,0,190,0.5473684210526316,46.800000000000004,4.5,23.301874134000002,10.214882239500001,5.9227180362539
40,1,50.0874766,26.01539013,145,0.4166666666666667,191.9463218,1,5.0,1,180,0.8055555555555556,60.41666666666667,2.0833333333333335,20.869781916666668,10.839745887500001,5.262412024832246
37,1,50.38290803,20.08023313,110,0.5,470.699238,1,8.0,1,183,0.6010928961748634,55.0,4.0,25.191454015,10.040116565,6.1563415748553725
26,1,75.13070923,34.89167984,102,0.5333333333333333,262.3997298,1,7.0,2,194,0.5257731958762887,54.4,3.7333333333333334,40.06971158933333,18.608895914666668,5.5736727634924055
59,1,78.80469009,18.73748658,155,0.9,384.06278,1,9.0,1,161,0.9627329192546584,139.5,8.1,70.924221081,16.863737922,5.953406385929208
57,1,100.5866524,20.95922439,137,0.45,224.6055449,1,10.0,2,163,0.8404907975460123,61.65,4.5,45.263993580000005,9.4316509755,5.418788097779306
57,0,61.7134416,23.15744474,165,0.7833333333333333,137.3669354,1,2.0,2,163,1.0122699386503067,129.25,1.5666666666666667,48.34219592,18.139998379666665,4.929909108571604
46,1,78.54835271,21.79566821,152,0.8166666666666667,344.8372304,1,1.0,1,174,0.8735632183908046,124.13333333333333,0.8166666666666667,64.14782137983333,17.799795704833333,5.845968231999759
36,0,66.6959261,21.55539129,110,0.8666666666666667,164.5703349,1,5.0,0,184,0.5978260869565217,95.33333333333334,4.333333333333334,57.80313595333333,18.681339118,5.109396088826902
34,1,55.04189351,19.3240725,117,0.4666666666666667,107.4055249,1,5.0,1,186,0.6290322580645161,54.6,2.3333333333333335,25.686216971333334,9.0179005,4.685879055418913
58,1,71.05303667,21.78611507,103,0.8166666666666667,456.1464331,1,1.0,0,162,0.6358024691358025,84.11666666666666,0.8166666666666667,58.02664661383333,17.791993973833335,6.12500376210816
52,1,57.69059861,32.42687075,174,0.65,318.3294532,1,8.0,0,168,1.0357142857142858,113.10000000000001,5.2,37.4988890965,21.077465987500002,5.766223338498241
46,0,79.05729156,19.0242769,145,0.38333333333333336,424.5567387,1,3.0,2,174,0.8333333333333334,55.583333333333336,1.1500000000000001,30.305295098000002,7.292639478333334,6.053398285069594
25,1,59.11053873,19.26590773,134,0.7333333333333333,113.5912135,1,10.0,0,195,0.6871794871794872,98.26666666666667,7.333333333333333,43.347728402,14.128332335333331,4.741371130311597
27,1,83.5349812,20.89492358,121,0.8166666666666667,418.0429805,1,1.0,0,193,0.6269430051813472,98.81666666666666,0.8166666666666667,68.22023464666667,17.064187590333333,6.037973493420247
56,0,68.08456426,32.15934248,121,0.8333333333333334,215.3201631,1,1.0,0,164,0.7378048780487805,100.83333333333334,0.8333333333333334,56.73713688333333,26.799452066666667,5.3767595468299065
37,0,79.26910629,18.80294209,156,0.95,366.5724675,1,7.0,0,183,0.8524590163934426,148.2,6.6499999999999995,75.30565097549999,17.8627949855,5.906920489689595
56,0,86.02436317,21.53477476,144,0.5666666666666667,403.3434005,1,6.0,1,164,0.8780487804878049,81.6,3.4,48.747139129666664,12.203039030666668,6.002264518152301
32,1,55.57045734,24.64334693,132,0.48333333333333334,354.8150903,1,9.0,1,188,0.7021276595744681,63.8,4.35,26.859054381,11.910951016166667,5.874411186642645
50,1,83.72200617,29.12820328,122,0.6666666666666666,401.1610279,1,4.0,1,170,0.7176470588235294,81.33333333333333,2.6666666666666665,55.81467078,19.418802186666667,5.996852575328935
41,0,59.38981466,19.16236797,112,0.48333333333333334,241.8178627,1,5.0,2,179,0.6256983240223464,54.13333333333333,2.4166666666666665,28.705077085666666,9.2618111855,5.492311626083845
48,0,89.88208524,29.32715718,114,0.7833333333333333,425.0882357,1,6.0,0,172,0.6627906976744186,89.3,4.7,70.40763343799999,22.972939791,6.054646450878068
60,1,76.3711346,32.71215753,145,0.4,498.5197039,1,10.0,2,160,0.90625,58.0,4.0,30.548453840000004,13.084863012,6.213647044557833
47,1,76.18575107,25.12462861,161,0.65,222.9088526,1,1.0,2,173,0.930635838150289,104.65,0.65,49.5207381955,16.3310085965,5.411239061009786
43,1,88.23556542,22.15363794,178,0.48333333333333334,287.1893138,1,1.0,2,177,1.0056497175141244,86.03333333333333,0.48333333333333334,42.647189953,10.707591671,5.663617603766246
49,1,81.59703527,29.04480212,157,0.7166666666666667,252.3388988,1,5.0,0,171,0.9181286549707602,112.51666666666667,3.5833333333333335,58.47787527683334,20.815441519333334,5.534728113318322
46,1,84.98670078,26.16170484,171,0.4666666666666667,214.5279991,1,3.0,1,174,0.9827586206896551,79.8,1.4,39.660460364,12.208795592,5.37309082732222
40,1,75.999194,27.39874955,140,0.95,439.1421004,1,7.0,2,180,0.7777777777777778,133.0,6.6499999999999995,72.1992343,26.0288120725,6.087097630227965
50,0,72.09317791,23.7003307,164,0.8666666666666667,437.6582061,1,7.0,2,170,0.9647058823529412,142.13333333333333,6.066666666666666,62.480754188666666,20.540286606666665,6.083720536025077
29,0,61.36413846,33.10358778,169,0.35,106.7210317,1,9.0,2,191,0.8848167539267016,59.15,3.15,21.477448460999998,11.586255722999999,4.679544845506148
40,0,56.33846299,29.72038136,155,0.7666666666666667,232.4578266,1,1.0,2,180,0.8611111111111112,118.83333333333334,0.7666666666666667,43.19282162566667,22.785625709333335,5.453001446663493
21,0,91.09179468,29.92243354,178,0.36666666666666664,480.0363445,1,2.0,2,199,0.8944723618090452,65.26666666666667,0.7333333333333333,33.400324716,10.971558964666666,6.175942827542286
48,1,94.30706229,29.08839849,111,0.5166666666666667,421.3748791,1,4.0,1,172,0.6453488372093024,57.35000000000001,2.066666666666667,48.725315516500004,15.029005886500002,6.045893258795881
36,1,49.83640056,33.46410496,156,0.7166666666666667,347.0122048,1,6.0,2,184,0.8478260869565217,111.8,4.3,35.716087068,23.982608554666665,5.85223755042386
43,0,76.95319425,26.57197288,112,0.5333333333333333,255.7106594,1,1.0,2,177,0.632768361581921,59.733333333333334,0.5333333333333333,41.0417036,14.171718869333333,5.5479496117520135
60,0,81.44218716,19.04546895,103,0.8666666666666667,372.2452248,1,6.0,0,160,0.64375,89.26666666666667,5.2,70.583228872,16.50607309,5.922235642767468
44,1,75.99674883,31.93437748,153,0.9,248.6799691,1,6.0,1,176,0.8693181818181818,137.70000000000002,5.4,68.39707394700001,28.740939731999998,5.5201799742041056
45,0,62.60382007,25.10238655,115,0.9333333333333333,403.4613535,1,3.0,1,175,0.6571428571428571,107.33333333333333,2.8,58.430232065333335,23.42889411333333,6.002556190525028
39,0,80.26302791,24.84411506,111,0.7666666666666667,402.060577,1,7.0,1,181,0.6132596685082873,85.10000000000001,5.366666666666667,61.53498806433334,19.047154879333334,5.999086865786971
52,1,53.28441252,32.77835736,126,0.7833333333333333,304.6024967,1,2.0,2,168,0.75,98.7,1.5666666666666667,41.739456473999994,25.676379932,5.722285227088835
60,1,80.53986205,24.10367664,174,0.9333333333333333,449.3096995,1,6.0,2,160,1.0875,162.4,5.6,75.17053791333333,22.496764864,6.10993556715993
23,0,95.23132756,22.35055747,163,0.35,333.4374952,1,7.0,0,197,0.8274111675126904,57.05,2.4499999999999997,33.330964646,7.822695114499999,5.812450001719066
42,1,100.3353141,18.61041644,167,0.95,285.1673363,1,8.0,0,178,0.9382022471910112,158.65,7.6,95.318548395,17.679895618,5.656576731678331
44,0,77.27677363,24.21564928,152,0.9166666666666666,298.7621016,1,9.0,2,176,0.8636363636363636,139.33333333333331,8.25,70.83704249416665,22.197678506666666,5.7029891654029425
31,0,72.83180191,20.98037619,176,0.5333333333333333,188.7501405,1,9.0,2,189,0.9312169312169312,93.86666666666666,4.8,38.84362768533333,11.189533968000001,5.245708156723423
47,0,89.14634882,27.23332118,175,0.4166666666666667,458.6843558,1,2.0,1,173,1.0115606936416186,72.91666666666667,0.8333333333333334,37.14431200833334,11.347217158333335,6.130540070908326
60,1,70.42794214,32.33698548,158,0.9666666666666667,156.7978044,1,10.0,1,160,0.9875,152.73333333333335,9.666666666666666,68.08034406866666,31.259085964000004,5.06131449450002
32,1,71.90519476,34.00288363,123,0.5666666666666667,349.6127039,1,1.0,1,188,0.6542553191489362,69.7,0.5666666666666667,40.74627703066667,19.268300723666666,5.859682206571117
48,1,90.39900971,24.32626174,150,0.7833333333333333,228.5215508,1,6.0,1,172,0.872093023255814,117.5,4.7,70.81255760616666,19.055571696333335,5.435996928359938
22,1,89.75001146,31.8126981,127,0.7666666666666667,125.2350128,1,5.0,2,198,0.6414141414141414,97.36666666666667,3.8333333333333335,68.80834211933333,24.38973521,4.838145350613771
59,0,53.07458851,24.93648873,164,0.8833333333333333,420.8190117,1,5.0,1,161,1.0186335403726707,144.86666666666667,4.416666666666666,46.88255318383333,22.0272317115,6.044576339812236
47,1,101.4106427,30.48397155,129,0.6166666666666667,475.7157566,1,10.0,2,173,0.7456647398843931,79.55,6.166666666666667,62.53656299833334,18.7984491225,6.166920415157288
57,0,97.7289024,20.02187315,135,0.6833333333333333,440.4014256,1,1.0,1,163,0.8282208588957055,92.25,0.6833333333333333,66.78141664,13.681613319166667,6.089954723541027
45,0,62.36387863,30.6873864,119,0.5166666666666667,311.2363013,1,7.0,0,175,0.68,61.48333333333334,3.616666666666667,32.22133729216667,15.855149640000002,5.74376027710658
34,1,83.81354049,25.54507465,131,0.6666666666666666,306.5385585,1,8.0,1,186,0.7043010752688172,87.33333333333333,5.333333333333333,55.875693659999996,17.030049766666664,5.7286004728814
19,1,63.36958469,21.26442786,120,0.6666666666666666,414.5424373,1,1.0,1,201,0.5970149253731343,80.0,0.6666666666666666,42.246389793333336,14.17628524,6.029584744579426
36,0,81.25690896,32.11162987,112,0.4666666666666667,231.847458,1,7.0,1,184,0.6086956521739131,52.266666666666666,3.2666666666666666,37.919890848,14.985427272666668,5.450383552469505
46,1,87.42373505,20.1890881,135,0.7,172.9115811,1,7.0,2,174,0.7758620689655172,94.5,4.8999999999999995,61.196614535,14.132361669999998,5.158547015462525
24,1,75.26172945,32.67848945,168,0.8833333333333333,186.9854776,1,3.0,2,196,0.8571428571428571,148.4,2.65,66.48119434750001,28.865999014166665,5.23636471303775
46,1,66.65565726,18.93538227,143,0.35,347.2456195,1,2.0,1,174,0.8218390804597702,50.05,0.7,23.329480040999997,6.6273837945,5.852908033973481
48,1,52.8651744,33.83828684,116,0.7166666666666667,337.5255669,1,3.0,1,172,0.6744186046511628,83.13333333333334,2.15,37.886708320000004,24.250772235333336,5.824599619485313
44,1,62.10914216,32.68324104,104,0.7833333333333333,264.1588838,1,3.0,1,176,0.5909090909090909,81.46666666666667,2.35,48.65216135866667,25.601872147999998,5.580329207830465
43,1,85.01542409,29.75883597,150,0.6666666666666666,197.5982187,1,4.0,0,177,0.847457627118644,100.0,2.6666666666666665,56.67694939333333,19.83922398,5.291283782285853
32,1,79.68860816,24.42281342,143,0.9,212.7034964,1,10.0,0,188,0.7606382978723404,128.70000000000002,9.0,71.719747344,21.980532078,5.3645895234453524
56,1,72.92578174,23.7509651,142,0.9333333333333333,281.9328378,1,3.0,2,164,0.8658536585365854,132.53333333333333,2.8,68.06406295733333,22.167567426666665,5.6452095472163695
27,1,50.0338503,33.24319646,146,0.4666666666666667,452.7994785,1,1.0,0,193,0.7564766839378239,68.13333333333334,0.4666666666666667,23.34913014,15.513491681333333,6.117655423160418
26,1,95.16038421,23.13345327,151,1.0,124.7956391,1,7.0,0,194,0.7783505154639175,151.0,7.0,95.16038421,23.13345327,4.834658678323671
48,0,94.85382203,31.38494152,127,0.36666666666666664,223.9752319,1,3.0,1,172,0.7383720930232558,46.56666666666666,1.0999999999999999,34.77973474433333,11.507811890666666,5.415990315700679
50,1,94.90384518,20.52059894,156,0.6,229.5116671,1,4.0,0,170,0.9176470588235294,93.6,2.4,56.942307108,12.312359363999999,5.440301477641633
45,0,90.54402392,25.2815692,159,0.5666666666666667,417.2234885,1,4.0,2,175,0.9085714285714286,90.1,2.2666666666666666,51.308280221333334,14.326222546666667,6.036015951127485
53,0,54.24500457,28.33567089,138,0.4,335.1485763,1,10.0,2,167,0.8263473053892215,55.2,4.0,21.698001828000002,11.334268356,5.81755325359446
59,1,70.55618388,28.00554635,129,0.6333333333333333,119.4544272,1,8.0,0,161,0.8012422360248447,81.7,5.066666666666666,44.685583124000004,17.736846021666665,4.791271483885621
30,1,92.4608764,34.38792906,136,0.7833333333333333,251.6618282,1,6.0,1,190,0.7157894736842105,106.53333333333333,4.7,72.42768651333334,26.937211097,5.532051947186685
27,0,70.65043615,21.75719546,163,0.7833333333333333,253.2649415,1,7.0,2,193,0.844559585492228,127.68333333333334,5.483333333333333,55.342841650833336,17.043136443666665,5.538376800163611
